id,skill,score
1128,C#,2
1128,PHP,3
1128,JavaScript,3
1129,Java,2
1129,Ruby,2
1129,R,3
1129,PHP,2
1130,Java,1
1130,Ruby,4
1130,JavaScript,3
1131,C#,2
1131,Java,6
1131,JavaScript,2
1132,C#,4
1132,Java,4
1133,Java,2
1133,Ruby,4
1134,Java,3
1134,C++,5
1134,JavaScript,3
1135,C#,2
1135,C++,3
1135,JavaScript,7
1136,Ruby,2
1136,PHP,3
1136,JavaScript,3
1137,Java,1
1137,Ruby,4
1137,R,1
1138,C#,2
1138,Ruby,2
1138,R,4
1138,PHP,3
1138,C++,5
1139,Python,1
1139,Java,4
1139,Ruby,3
1139,C++,2
1139,JavaScript,2
1140,Python,10
1140,Java,1
1141,Python,1
1141,C#,3
1141,C++,3
1141,JavaScript,6
1142,C#,4
1142,Java,5
1142,Ruby,4
1142,R,5
1142,PHP,3
1143,SPSS,4
1143,C++,1
1144,C#,2
1144,Java,3
1144,Ruby,1
1144,C++,1
1145,C#,4
1145,R,3
1146,Java,1
1146,JavaScript,3
1147,Python,3
1147,Ruby,2
1147,C++,2
1147,JavaScript,1
1148,C#,6
1148,Ruby,1
1148,C++,1
1148,JavaScript,2
1149,Python,2
1149,C#,3
1149,Java,4
1149,Ruby,3
1149,JavaScript,2
1150,Java,4
1150,R,5
1151,Python,5
1151,Java,1
1152,C#,3
1152,Java,2
1152,PHP,1
1153,Python,4
1153,JavaScript,2
1154,Ruby,4
1155,C#,3
1155,Java,4
1155,Ruby,2
1155,C++,2
1156,C#,1
1156,Java,4
1156,Ruby,3
1156,SPSS,4
1156,C++,1
1157,Python,3
1157,R,1
1158,C#,3
1158,Ruby,1
1158,C++,4
1159,C#,4
1159,Ruby,2
1159,JavaScript,4
1160,Python,2
1160,R,3
1161,Python,1
1161,C#,1
1161,Java,2
1161,C++,5
1162,SPSS,6
1162,PHP,2
1162,JavaScript,5
1163,C++,3
1164,SPSS,4
1164,PHP,3
1164,JavaScript,2
1165,Python,1
1165,C#,1
1165,Java,1
1165,Ruby,1
1166,C++,2
1166,JavaScript,1
1167,Python,1
1167,C#,2
1167,Ruby,3
1167,R,3
1167,SPSS,1
1168,Python,4
1168,Java,2
1168,R,7
1168,C++,2
1168,JavaScript,3
1169,Python,5
1169,Java,2
1169,Ruby,2
1169,C++,5
1170,Java,2
1170,R,1
1170,JavaScript,5
1171,Python,4
1171,PHP,2
1171,JavaScript,5
1172,C#,1
1172,Ruby,3
1172,SPSS,6
1172,C++,2
1173,Ruby,1
1173,SPSS,4
1174,PHP,2
1175,C#,1
1175,Ruby,1
1175,SPSS,3
1175,C++,6
1176,Java,2
1176,PHP,1
1176,JavaScript,1
1177,Python,6
1177,C#,1
1177,Java,2
1177,JavaScript,2
1178,Ruby,3
1178,R,4
1178,JavaScript,4
1179,C#,3
1179,Ruby,3
1179,R,6
1179,SPSS,3
1180,Python,3
1180,Ruby,8
1180,PHP,1
1180,C++,5
1180,JavaScript,2
1181,C#,6
1181,Ruby,3
1181,SPSS,6
1181,C++,3
1181,JavaScript,3
1182,C#,2
1182,R,1
1183,Java,4
1183,Ruby,4
1183,SPSS,2
1183,PHP,3
1184,Python,3
1184,C#,3
1184,R,6
1185,Python,3
1185,C#,3
1185,SPSS,4
1185,C++,5
1186,R,4
1186,SPSS,5
1187,Python,1
1187,R,6
1187,C++,3
1188,Python,2
1189,R,3
1190,C#,4
1191,R,2
1191,SPSS,5
1192,C++,2
1193,C#,1
1193,SPSS,2
1194,Ruby,3
1194,C++,4
1194,JavaScript,3
1195,Python,3
1195,C#,3
1195,R,3
1195,SPSS,2
1195,PHP,1
1195,C++,3
1196,C#,9
1196,PHP,1
1197,C#,2
1197,Java,1
1197,Ruby,1
1197,C++,2
1197,JavaScript,1
1198,C#,6
1198,Java,4
1198,PHP,2
1198,JavaScript,4
1199,C#,4
1199,Ruby,4
1199,R,5
1199,SPSS,1
1199,PHP,3
1200,C#,4
1200,Ruby,5
1200,R,2
1201,Python,3
1201,C#,4
1201,Java,3
1201,R,4
1201,PHP,1
1201,C++,1
1202,C#,2
1202,PHP,3
1203,Python,7
1203,C#,2
1203,Java,6
1203,PHP,3
1204,Python,3
1204,R,2
1204,C++,1
1205,Python,2
1205,Java,3
1205,JavaScript,1
1206,Python,3
1206,Java,5
1206,R,1
1206,SPSS,1
1206,PHP,2
1206,C++,5
1207,Python,3
1207,Java,5
1207,R,1
1207,SPSS,1
1207,PHP,2
1207,C++,5
1208,Python,6
1208,C#,4
1208,Ruby,3
1208,SPSS,2
1209,Python,3
1209,C#,2
1209,Java,4
1209,Ruby,6
1209,C++,1
1209,JavaScript,4
1210,Python,3
1210,Ruby,3
1210,SPSS,4
1210,JavaScript,6
1211,Java,5
1211,Ruby,5
1211,R,3
1211,SPSS,5
1213,C#,6
1213,Ruby,3
1213,R,4
1213,SPSS,3
1213,PHP,4
1213,JavaScript,8
1214,JavaScript,5
1215,Python,7
1215,R,4
1215,SPSS,6
1215,C++,2
1215,JavaScript,3
1216,Python,3
1216,C#,2
1216,R,1
1217,C#,5
1217,R,3
1217,C++,2
1218,R,4
1218,JavaScript,3
1219,Java,1
1219,Ruby,1
1219,SPSS,1
1219,PHP,1
1220,C++,2
1220,JavaScript,2
1221,C#,5
1221,Java,4
1221,SPSS,1
1221,PHP,1
1222,Python,1
1222,PHP,1
1222,JavaScript,3
1223,Python,4
1223,C#,2
1223,Java,5
1223,Ruby,4
1223,C++,2
1224,PHP,2
1224,JavaScript,5
1225,Python,3
1225,Java,4
1225,R,3
1225,C++,2
1226,C++,1
1227,Python,2
1227,C#,1
1227,R,3
1227,JavaScript,1
1228,JavaScript,3
1229,Python,4
1229,C#,3
1230,Python,6
1231,C#,5
1231,Ruby,2
1232,SPSS,4
1232,C++,6
1233,Python,2
1233,Java,1
1233,Ruby,1
1233,SPSS,3
1233,PHP,2
1234,Ruby,2
1234,R,2
1234,C++,1
1234,JavaScript,2
1235,Java,3
1235,Ruby,3
1236,Java,4
1236,Ruby,2
1236,R,2
1236,C++,3
1236,JavaScript,5
1237,Ruby,2
1239,Python,3
1239,C#,3
1239,Java,2
1239,R,5
1239,PHP,1
1240,Python,5
1240,Ruby,5
1240,SPSS,3
1240,PHP,2
1240,JavaScript,5
1241,C#,1
1242,SPSS,2
1243,Python,2
1243,C#,1
1243,Ruby,1
1243,C++,3
1243,JavaScript,4
1244,PHP,1
1244,C++,4
1245,Python,4
1245,R,1
1246,Python,1
1249,Java,2
1250,C#,3
1250,Ruby,4
1250,PHP,1
1251,Python,2
1251,SPSS,5
1252,C#,3
1252,JavaScript,5
1253,C#,3
1253,JavaScript,5
1254,Python,1
1254,C#,1
1254,Java,2
1255,Python,1
1255,Ruby,1
1255,R,2
1255,SPSS,3
1256,C#,1
1256,Ruby,1
1256,R,3
1256,SPSS,2
1256,JavaScript,3
1257,R,5
1257,SPSS,1
1257,PHP,1
1257,C++,2
1257,JavaScript,4
1258,C#,3
1258,C++,3
1258,JavaScript,1
1259,R,1
1259,C++,1
1260,C++,2
1261,C#,3
1261,Java,4
1261,R,2
1261,C++,6
1261,JavaScript,4
1262,C#,2
1262,Java,3
1262,Ruby,3
1262,R,2
1263,C#,1
1263,C++,5
1263,JavaScript,3
1264,Python,3
1264,PHP,6
1264,C++,2
1265,Ruby,1
1265,SPSS,7
1266,Ruby,3
1266,R,2
1267,Python,1
1267,C#,3
1267,Java,4
1267,Ruby,4
1267,R,1
1267,SPSS,2
1267,PHP,1
1267,JavaScript,4
1268,Ruby,7
1269,Python,1
1269,Java,1
1269,JavaScript,1
1270,C++,2
1271,Python,3
1271,C#,3
1271,Java,3
1271,C++,1
1271,JavaScript,5
1273,Python,4
1273,C#,1
1273,Java,2
1274,Python,1
1274,R,6
1274,JavaScript,1
1275,Java,4
1275,Ruby,3
1275,SPSS,4
1276,Ruby,2
1276,PHP,1
1277,C#,4
1277,Java,1
1277,JavaScript,5
1278,C#,4
1278,Java,4
1279,Python,5
1279,Java,6
1279,JavaScript,2
1280,Ruby,6
1280,JavaScript,4
1281,Ruby,4
1281,R,2
1281,SPSS,7
1281,JavaScript,2
1282,Ruby,1
1282,R,1
1283,Python,2
1283,SPSS,2
1283,C++,6
1284,Ruby,1
1284,C++,2
1285,Python,4
1285,Ruby,2
1285,PHP,5
1286,Python,4
1286,Java,5
1286,PHP,2
1286,C++,5
1287,Python,3
1287,Ruby,2
1287,SPSS,5
1287,C++,5
1287,JavaScript,3
1288,Python,2
1288,Java,1
1288,JavaScript,1
1289,Python,4
1289,C#,3
1290,Python,3
1290,R,3
1290,SPSS,1
1290,JavaScript,1
1291,Python,3
1291,R,3
1291,SPSS,1
1291,JavaScript,1
1292,Java,2
1292,Ruby,4
1292,C++,7
1292,JavaScript,3
1293,C#,6
1293,Ruby,3
1293,SPSS,1
1294,R,4
1294,C++,3
1294,JavaScript,5
1295,Python,3
1295,JavaScript,2
1296,C#,2
1296,R,4
1297,Python,3
1297,SPSS,4
1297,JavaScript,2
1298,Python,3
1298,R,1
1299,C#,5
1299,Java,5
1299,Ruby,2
1299,R,2
1299,JavaScript,2
1300,Python,2
1300,C#,7
1300,Java,1
1300,JavaScript,2
1301,Python,1
1301,C#,1
1301,SPSS,3
1301,JavaScript,4
1302,Ruby,3
1302,SPSS,3
1303,Python,2
1303,C#,9
1303,Java,3
1304,Ruby,2
1305,R,4
1305,PHP,3
1306,Python,2
1306,R,4
1307,Python,5
1307,C#,2
1307,SPSS,3
1307,JavaScript,3
1308,Java,2
1309,R,1
1309,SPSS,1
1309,PHP,4
1309,JavaScript,4
1310,Ruby,2
1310,R,3
1310,PHP,2
1311,Python,2
1311,C#,6
1311,Java,2
1311,Ruby,1
1311,R,4
1311,SPSS,1
1312,Python,6
1312,C#,4
1312,PHP,2
1312,JavaScript,2
1313,Python,6
1313,R,2
1313,SPSS,4
1314,Java,5
1314,JavaScript,1
1315,Python,1
1315,Java,3
1315,SPSS,3
1316,R,3
1316,SPSS,2
1316,JavaScript,1
1317,Java,1
1317,Ruby,3
1318,PHP,2
1319,SPSS,3
1320,Python,2
1320,C#,1
1320,PHP,1
1321,Python,2
1321,C#,6
1321,Ruby,1
1321,C++,4
1321,JavaScript,3
1322,C#,4
1322,Ruby,6
1322,SPSS,1
1323,Java,1
1323,SPSS,2
1323,PHP,1
1324,Python,2
1324,C#,2
1324,Java,2
1324,Ruby,2
1325,Python,4
1325,C#,2
1325,Ruby,1
1325,R,5
1326,C#,2
1326,SPSS,2
1326,PHP,3
1326,C++,3
1327,C#,4
1327,Ruby,1
1327,R,3
1327,SPSS,4
1328,R,3
1328,PHP,1
1328,C++,4
1329,Python,6
1329,Java,1
1329,Ruby,3
1330,Ruby,1
1330,R,5
1330,SPSS,1
1330,PHP,1
1330,JavaScript,2
1331,Java,4
1332,C#,1
1332,R,3
1332,PHP,4
1333,Python,5
1333,Java,2
1333,R,4
1333,SPSS,4
1333,C++,7
1333,JavaScript,3
1334,C#,5
1334,Java,5
1335,JavaScript,1
1336,C#,5
1336,Java,2
1336,JavaScript,1
1337,Python,5
1337,Ruby,5
1337,PHP,2
1337,C++,2
1337,JavaScript,5
1338,C#,1
1338,JavaScript,2
1339,Python,6
1339,C#,2
1339,PHP,2
1340,C#,3
1340,Ruby,3
1340,R,1
1341,C#,2
1341,Java,6
1341,JavaScript,4
1342,Python,2
1342,Java,3
1342,JavaScript,4
1343,Java,1
1343,SPSS,2
1343,PHP,2
1343,C++,2
1343,JavaScript,4
1344,C#,3
1344,Java,5
1344,R,2
1344,C++,6
1345,Python,1
1345,JavaScript,2
1346,Python,2
1346,C#,3
1346,SPSS,1
1347,Python,5
1347,C#,3
1347,Java,3
1347,C++,1
1348,Java,5
1348,Ruby,5
1348,R,6
1348,SPSS,5
1349,Java,8
1349,R,4
1350,Java,1
1350,R,3
1350,SPSS,3
1351,C++,2
1352,Python,2
1352,Ruby,2
1352,SPSS,1
1353,SPSS,1
1353,PHP,1
1353,C++,3
1354,Ruby,4
1354,SPSS,6
1354,C++,1
1354,JavaScript,4
1355,R,2
1355,C++,1
1356,Java,8
1356,Ruby,1
1356,R,5
1357,Java,3
1357,R,3
1357,SPSS,7
1358,Python,3
1358,Java,2
1358,Ruby,2
1358,SPSS,4
1359,Python,3
1359,Java,6
1359,JavaScript,4
1360,C#,3
1360,Java,4
1360,R,4
1360,C++,2
1360,JavaScript,6
1361,Java,1
1361,SPSS,5
1361,PHP,1
1362,PHP,3
1362,C++,3
1362,JavaScript,3
1363,R,4
1363,SPSS,1
1363,C++,2
1364,PHP,1
1364,JavaScript,4
1365,C#,1
1365,Java,5
1366,Python,3
1366,Ruby,3
1366,PHP,1
1367,C#,3
1367,C++,4
1367,JavaScript,6
1368,C#,4
1368,Java,2
1368,Ruby,3
1368,C++,1
1369,Ruby,6
1369,SPSS,7
1369,JavaScript,7
1370,Python,2
1370,Java,3
1371,C#,1
1371,R,8
1372,Python,3
1373,R,1
1373,C++,2
1373,JavaScript,3
1374,Java,2
1374,Ruby,4
1374,SPSS,5
1375,C#,4
1375,C++,1
1376,R,4
1377,Python,7
1377,C#,8
1377,Ruby,4
1377,R,3
1377,SPSS,6
1377,PHP,2
1377,JavaScript,2
1378,Ruby,1
1378,C++,1
1379,Python,2
1379,Java,1
1379,R,1
1380,SPSS,1
1380,JavaScript,1
1381,PHP,3
1381,JavaScript,2
1382,Java,4
1382,Ruby,12
1382,R,4
1382,PHP,1
1382,C++,6
1383,Ruby,7
1383,SPSS,2
1384,Ruby,5
1384,SPSS,3
1385,Ruby,3
1385,R,3
1386,Python,4
1386,Ruby,2
1386,C++,6
1387,Python,5
1387,SPSS,4
1388,PHP,2
1388,C++,2
1389,Python,4
1389,Java,2
1390,R,2
1391,C#,2
1391,R,2
1391,SPSS,2
1391,PHP,2
1391,C++,1
1391,JavaScript,2
1392,Python,1
1392,Java,3
1392,Ruby,1
1392,R,1
1392,PHP,2
1393,Python,2
1393,C#,3
1393,Java,4
1393,SPSS,4
1393,C++,5
1394,Python,2
1394,C#,3
1394,Ruby,2
1394,C++,6
1394,JavaScript,3
1395,Java,6
1395,R,4
1395,C++,4
1396,C#,2
1396,Java,4
1396,C++,2
1397,Python,7
1397,C#,1
1397,Java,3
1397,R,1
1397,SPSS,4
1398,Python,5
1398,Java,2
1398,Ruby,3
1400,Ruby,3
1401,C#,3
1401,Java,5
1401,R,4
1401,PHP,2
1402,C++,6
1403,JavaScript,2
1404,Python,2
1404,C#,2
1405,Python,2
1405,C#,4
1405,Java,4
1405,SPSS,3
1405,JavaScript,1
1406,C#,4
1406,Java,3
1406,SPSS,3
1407,Java,2
1407,R,4
1408,C#,4
1408,C++,2
1409,Python,4
1409,R,2
1410,Python,2
1410,SPSS,4
1410,PHP,1
1411,Python,1
1411,Ruby,1
1411,R,3
1411,SPSS,3
1411,C++,1
1411,JavaScript,2
1412,Ruby,1
1412,PHP,1
1412,C++,2
1413,Python,6
1413,Java,3
1413,Ruby,2
1413,C++,5
1413,JavaScript,3
1414,Python,2
1414,C#,3
1414,R,3
1414,JavaScript,5
1415,Python,2
1415,C#,3
1415,R,3
1415,JavaScript,5
1417,Python,4
1417,Ruby,1
1417,R,3
1417,C++,3
1418,C#,4
1418,Java,1
1418,Ruby,1
1418,R,1
1418,SPSS,1
1418,JavaScript,4
1419,Java,2
1420,C#,5
1420,R,1
1421,Ruby,4
1421,SPSS,2
1421,C++,1
1422,C++,4
1423,SPSS,4
1423,C++,3
1424,Python,5
1424,Java,1
1424,R,1
1424,PHP,2
1424,C++,2
1424,JavaScript,4
1425,Python,1
1425,C#,6
1426,Java,5
1426,C++,4
1428,C#,2
1428,Ruby,3
1428,R,2
1428,C++,5
1428,JavaScript,5
1430,Python,1
1430,C#,4
1430,C++,4
1431,C#,3
1431,R,7
1431,SPSS,2
1432,Python,3
1432,Java,4
1432,Ruby,3
1432,R,2
1433,Python,4
1433,Ruby,6
1433,R,4
1433,SPSS,2
1433,PHP,1
1434,Ruby,5
1435,Python,5
1435,Java,4
1435,Ruby,3
1436,Ruby,4
1437,Java,2
1437,Ruby,1
1437,R,3
1437,C++,2
1438,SPSS,2
1438,JavaScript,1
1439,Python,1
1439,C#,3
1440,Ruby,3
1440,JavaScript,3
1441,Ruby,4
1442,Java,3
1442,Ruby,2
1443,C#,5
1443,Ruby,3
1443,PHP,1
1443,C++,2
1443,JavaScript,1
1444,Python,3
1444,Java,2
1444,Ruby,3
1444,R,1
1444,C++,7
1444,JavaScript,4
1445,Python,1
1446,Python,2
1447,Java,2
1447,Ruby,2
1447,R,5
1447,PHP,1
1448,Ruby,1
1448,PHP,1
1448,JavaScript,3
1449,Python,4
1449,Ruby,3
1449,SPSS,4
1449,JavaScript,3
1450,C#,3
1450,Java,5
1450,R,3
1450,JavaScript,1
1451,R,5
1451,SPSS,1
1452,Ruby,3
1452,C++,4
1453,JavaScript,2
1454,Python,3
1454,Ruby,6
1454,PHP,1
1455,Python,2
1455,Java,5
1455,SPSS,1
1455,C++,7
1456,R,2
1456,PHP,2
1457,Python,2
1457,C#,1
1457,PHP,1
1457,C++,1
1457,JavaScript,4
1458,Ruby,4
1458,JavaScript,2
1459,C#,1
1459,R,3
1460,Python,4
1460,R,3
1460,C++,1
1461,SPSS,1
1462,C#,2
1462,Java,4
1462,Ruby,5
1462,SPSS,3
1463,Python,6
1463,C#,4
1463,Ruby,6
1463,R,1
1463,PHP,1
1463,C++,4
1463,JavaScript,2
1464,Java,5
1464,SPSS,5
1464,C++,5
1465,Python,7
1465,C++,3
1466,Python,6
1466,C++,4
1466,JavaScript,8
1467,C#,1
1467,SPSS,5
1467,C++,1
1468,Python,2
1468,Java,2
1468,PHP,1
1469,Python,5
1469,C#,5
1469,Java,3
1469,Ruby,4
1469,C++,2
1470,Python,3
1471,Python,2
1471,C#,1
1471,R,2
1471,SPSS,3
1471,PHP,3
1472,C++,1
1473,R,5
1474,R,7
1474,SPSS,2
1474,PHP,2
1474,C++,4
1475,R,3
1475,C++,3
1475,JavaScript,3
1476,Java,2
1476,SPSS,5
1476,PHP,3
1477,C#,3
1477,Java,1
1477,Ruby,2
1477,C++,1
1477,JavaScript,1
1478,C#,1
1478,Java,5
1478,R,1
1478,PHP,2
1479,C#,4
1479,Java,3
1479,Ruby,4
1479,R,1
1480,Ruby,4
1480,SPSS,2
1480,C++,3
1480,JavaScript,4
1481,Java,2
1481,Ruby,3
1481,PHP,1
1481,JavaScript,1
1482,Python,5
1482,C#,1
1482,SPSS,5
1482,PHP,3
1483,C#,3
1483,Ruby,5
1483,SPSS,3
1483,JavaScript,2
1484,R,3
1484,SPSS,3
1484,PHP,2
1484,JavaScript,1
1485,PHP,1
1486,Java,5
1486,Ruby,5
1486,C++,2
1487,Python,3
1487,C++,2
1488,C#,6
1489,C#,4
1489,Java,1
1489,Ruby,2
1489,SPSS,3
1489,PHP,4
1489,C++,1
1490,Python,2
1490,C#,5
1490,Java,2
1490,Ruby,1
1490,C++,1
1491,C#,1
1491,Java,4
1491,Ruby,6
1491,PHP,4
1491,C++,5
1492,Python,4
1492,C#,3
1492,Java,2
1492,SPSS,4
1492,PHP,1
1492,C++,5
1493,Java,3
1493,PHP,1
1494,JavaScript,2
1495,Python,3
1495,C#,6
1495,R,3
1496,R,1
1496,JavaScript,1
1497,C#,2
1497,Java,5
1497,C++,4
1498,Java,3
1498,PHP,2
1499,C#,2
1499,R,2
1500,Java,4
1500,SPSS,2
1500,PHP,1
1500,JavaScript,1
1501,Python,4
1501,C#,4
1501,R,6
1501,PHP,3
1501,C++,1
1501,JavaScript,2
1502,SPSS,8
1502,C++,2
1502,JavaScript,2
1503,C#,2
1503,Java,4
1503,R,4
1504,JavaScript,6
1505,Python,2
1505,Ruby,3
1505,JavaScript,1
1506,Python,1
1506,JavaScript,5
1507,C#,4
1507,Java,2
1508,R,1
1508,C++,2
1508,JavaScript,4
1509,Python,1
1509,Ruby,3
1509,R,2
1510,C++,4
1511,Python,2
1511,Java,1
1511,SPSS,4
1511,JavaScript,1
1512,Python,3
1512,C#,5
1512,Ruby,4
1512,SPSS,4
1512,PHP,1
1513,Python,4
1513,Java,2
1513,PHP,1
1514,PHP,3
1514,JavaScript,3
1515,Ruby,1
1515,C++,6
1516,C#,4
1516,Ruby,2
1516,C++,1
1516,JavaScript,1
1517,R,2
1517,SPSS,3
1518,C#,2
1518,SPSS,3
1518,C++,1
1519,SPSS,4
1519,PHP,1
1520,Python,5
1520,JavaScript,1
1521,Python,5
1521,Java,4
1521,R,3
1521,SPSS,2
1521,PHP,2
1521,C++,1
1522,C#,4
1522,SPSS,1
1522,JavaScript,3
1523,C#,2
1523,Java,3
1523,SPSS,4
1524,Java,1
1524,Ruby,2
1524,R,4
1524,SPSS,3
1524,C++,3
1525,Ruby,1
1525,C++,5
1525,JavaScript,2
1526,C#,7
1526,C++,2
1527,Python,2
1527,Java,2
1528,C++,4
1529,Python,1
1530,Java,3
1530,SPSS,2
1530,C++,6
1530,JavaScript,7
1531,Java,3
1531,R,3
1531,SPSS,2
1531,C++,4
1531,JavaScript,2
1532,C#,3
1532,JavaScript,2
1533,Ruby,1
1533,JavaScript,1
1534,R,4
1535,Python,3
1535,C#,4
1536,Python,3
1536,C#,4
1537,R,3
1537,PHP,5
1538,Python,2
1538,SPSS,1
1538,PHP,1
1538,C++,3
1539,C#,2
1539,R,6
1539,SPSS,6
1539,PHP,2
1540,C#,2
1540,Ruby,1
1540,SPSS,1
1541,Java,1
1541,Ruby,4
1541,JavaScript,1
1542,Python,4
1542,Java,2
1542,R,1
1543,Java,3
1543,Ruby,1
1543,C++,3
1544,R,3
1544,PHP,3
1544,C++,3
1545,C#,4
1545,Ruby,2
1545,SPSS,2
1545,PHP,3
1546,Python,1
1547,Ruby,6
1547,PHP,3
1548,Python,4
1548,PHP,3
1548,C++,2
1549,C#,2
1549,Java,6
1549,Ruby,2
1549,R,4
1549,SPSS,1
1549,C++,5
1550,Python,1
1550,Ruby,1
1550,SPSS,2
1550,C++,1
1551,Java,1
1551,Ruby,4
1552,C#,4
1552,PHP,5
1552,C++,2
1553,Ruby,1
1553,R,5
1554,Python,2
1554,Ruby,4
1554,C++,3
1555,Java,3
1555,Ruby,1
1555,C++,4
1556,Java,2
1556,SPSS,2
1556,C++,3
1557,Python,1
1557,C#,3
1557,Java,1
1557,SPSS,2
1557,C++,1
1558,Ruby,3
1558,R,2
1558,JavaScript,3
1559,C#,1
1559,JavaScript,4
1560,Python,4
1560,C#,6
1560,Java,1
1560,C++,2
1560,JavaScript,2
1561,Java,6
1561,JavaScript,2
1562,Python,1
1562,R,5
1562,C++,3
1562,JavaScript,1
1563,SPSS,3
1563,PHP,2
1563,C++,4
1563,JavaScript,3
1564,Python,8
1564,Ruby,1
1564,PHP,2
1564,C++,3
1564,JavaScript,2
1565,Python,9
1565,C#,1
1565,Java,3
1565,R,3
1565,C++,1
1565,JavaScript,2
1566,C#,3
1566,Java,2
1566,R,5
1567,Python,3
1567,Ruby,3
1567,C++,5
1568,Python,4
1568,Java,2
1568,R,2
1569,R,5
1569,SPSS,4
1570,Python,2
1570,SPSS,5
1570,PHP,2
1571,Python,4
1571,Java,5
1571,JavaScript,4
1572,Python,5
1572,R,1
1572,SPSS,5
1572,PHP,1
1573,Python,3
1573,C#,3
1573,Ruby,1
1573,R,5
1573,SPSS,3
1573,C++,9
1573,JavaScript,3
1574,C#,3
1574,Java,6
1574,R,6
1574,PHP,1
1574,JavaScript,1
1575,C++,4
1576,Python,2
1576,PHP,3
1576,C++,2
1577,Python,7
1577,Java,2
1577,Ruby,4
1577,R,6
1578,R,4
1579,Python,6
1579,Java,2
1579,PHP,1
1580,C#,1
1581,SPSS,1
1581,C++,6
1581,JavaScript,3
1582,Java,5
1582,SPSS,1
1583,C#,3
1583,SPSS,3
1583,PHP,1
1583,C++,5
1583,JavaScript,1
1584,Python,5
1584,C#,4
1584,Ruby,5
1584,JavaScript,2
1585,R,1
1586,Python,4
1586,Java,3
1586,Ruby,1
1586,SPSS,3
1586,JavaScript,1
1587,C#,1
1587,Ruby,5
1587,R,1
1588,C#,1
1588,Ruby,5
1588,R,1
1589,Java,3
1589,SPSS,4
1589,PHP,3
1589,C++,3
1590,Java,6
1590,Ruby,2
1590,JavaScript,2
1591,C#,1
1591,Java,3
1591,SPSS,7
1592,Python,5
1592,Ruby,3
1592,R,5
1592,SPSS,3
1592,JavaScript,4
1593,PHP,1
1593,JavaScript,3
1594,C#,1
1594,C++,3
1594,JavaScript,3
1595,Java,5
1596,C#,2
1596,Ruby,4
1596,R,2
1596,SPSS,1
1596,PHP,1
1597,Java,3
1597,PHP,2
1597,C++,3
1597,JavaScript,3
1598,Ruby,1
1598,R,2
1598,SPSS,4
1599,Python,3
1599,PHP,2
1599,C++,5
1599,JavaScript,2
1600,JavaScript,1
1601,C#,4
1601,Java,6
1601,Ruby,5
1601,C++,2
1602,JavaScript,2
1603,Python,6
1603,Java,5
1603,R,2
1603,SPSS,5
1604,Python,4
1604,Java,1
1604,R,3
1604,PHP,2
1604,C++,2
1605,Python,5
1605,Java,1
1606,Ruby,1
1606,R,1
1606,C++,2
1607,SPSS,3
1608,Ruby,4
1609,Java,4
1609,R,3
1610,Java,4
1610,R,3
1611,C#,4
1611,Ruby,4
1611,R,1
1612,Ruby,8
1612,PHP,1
1612,C++,2
1612,JavaScript,2
1613,Python,4
1613,R,5
1613,PHP,1
1613,C++,1
1614,Python,3
1614,R,4
1614,SPSS,3
1614,PHP,2
1615,Java,3
1615,R,6
1615,SPSS,1
1615,C++,1
1615,JavaScript,5
1616,PHP,3
1616,JavaScript,5
1617,Java,7
1617,SPSS,1
1617,C++,3
1618,Java,3
1619,C#,1
1619,Java,1
1619,PHP,4
1620,Python,1
1620,Java,4
1620,R,4
1621,C#,4
1621,Java,1
1621,Ruby,3
1621,SPSS,7
1621,C++,1
1622,C#,1
1622,Java,2
1622,R,5
1622,PHP,1
1622,JavaScript,5
1623,Python,4
1623,C#,5
1623,JavaScript,7
1624,R,3
1624,SPSS,5
1624,C++,1
1625,Java,5
1625,Ruby,5
1625,R,5
1625,C++,1
1626,Python,2
1626,Ruby,2
1626,SPSS,6
1627,Java,5
1627,Ruby,5
1627,PHP,2
1627,C++,1
1628,Python,4
1628,Java,1
1628,SPSS,1
1628,C++,1
1628,JavaScript,4
1629,Java,3
1629,SPSS,2
1630,Python,1
1630,SPSS,3
1631,C#,12
1631,SPSS,1
1631,JavaScript,4
1632,Java,4
1632,C++,3
1632,JavaScript,4
1633,Ruby,5
1633,R,4
1633,SPSS,3
1633,PHP,1
1634,Java,5
1634,C++,4
1635,C#,2
1635,C++,5
1636,Python,6
1636,C#,3
1636,Java,3
1636,PHP,4
1636,JavaScript,2
1637,SPSS,5
1638,C#,4
1638,PHP,1
1638,C++,3
1638,JavaScript,2
1639,Python,5
1639,Java,5
1639,SPSS,3
1640,Python,3
1640,C++,1
1641,Python,1
1641,C#,8
1641,PHP,4
1642,Python,4
1642,C#,1
1643,PHP,3
1644,Python,2
1644,Java,3
1644,R,3
1645,Ruby,3
1645,PHP,1
1646,Java,3
1646,SPSS,5
1646,JavaScript,2
1647,Python,1
1647,Java,5
1647,Ruby,3
1648,C#,4
1648,Java,4
1648,SPSS,3
1648,C++,1
1649,PHP,1
1649,C++,4
1649,JavaScript,1
1650,C#,2
1650,C++,2
1650,JavaScript,1
1651,C#,5
1651,SPSS,2
1651,C++,4
1652,Java,1
1652,SPSS,5
1652,PHP,1
1653,Python,6
1654,Python,4
1654,Ruby,5
1654,C++,2
1654,JavaScript,2
1655,C#,2
1655,Ruby,2
1655,JavaScript,1
1656,Python,1
1656,C#,3
1657,R,5
1658,Python,2
1658,SPSS,1
1658,PHP,1
